camera,datetime,total_spots,num_cars,weather,year,month,day,hour,minute,image_url,available_spots,occupancy_ratio
01,2015-11-12_15.39,35,32,S,2015,11,12,15,39,CNR-EXT/SUNNY/2015-11-12/camera1/2015-11-12_1539.jpg,3,0.9142857142857144
01,2015-11-12_16.09,35,29,S,2015,11,12,16,9,CNR-EXT/SUNNY/2015-11-12/camera1/2015-11-12_1609.jpg,6,0.8285714285714286
01,2015-11-12_16.39,35,26,S,2015,11,12,16,39,CNR-EXT/SUNNY/2015-11-12/camera1/2015-11-12_1639.jpg,9,0.7428571428571429
01,2015-11-12_17.09,35,21,S,2015,11,12,17,9,CNR-EXT/SUNNY/2015-11-12/camera1/2015-11-12_1709.jpg,14,0.6
01,2015-11-16_07.10,35,3,O,2015,11,16,7,10,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_0710.jpg,32,0.0857142857142857
01,2015-11-16_07.40,35,4,O,2015,11,16,7,40,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_0740.jpg,31,0.1142857142857142
01,2015-11-16_08.10,35,4,O,2015,11,16,8,10,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_0810.jpg,31,0.1142857142857142
01,2015-11-16_08.40,35,8,O,2015,11,16,8,40,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_0840.jpg,27,0.2285714285714285
01,2015-11-16_09.10,35,20,O,2015,11,16,9,10,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_0910.jpg,15,0.5714285714285714
01,2015-11-16_09.40,35,34,O,2015,11,16,9,40,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_0940.jpg,1,0.9714285714285714
01,2015-11-16_10.10,35,34,O,2015,11,16,10,10,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1010.jpg,1,0.9714285714285714
01,2015-11-16_10.40,35,35,O,2015,11,16,10,40,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1040.jpg,0,1.0
01,2015-11-16_11.10,35,35,O,2015,11,16,11,10,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1110.jpg,0,1.0
01,2015-11-16_11.40,35,35,O,2015,11,16,11,40,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1140.jpg,0,1.0
01,2015-11-16_12.10,35,35,O,2015,11,16,12,10,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1210.jpg,0,1.0
01,2015-11-16_12.40,35,35,O,2015,11,16,12,40,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1240.jpg,0,1.0
01,2015-11-16_13.10,35,32,O,2015,11,16,13,10,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1310.jpg,3,0.9142857142857144
01,2015-11-16_13.40,35,31,O,2015,11,16,13,40,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1340.jpg,4,0.8857142857142857
01,2015-11-16_14.10,35,31,O,2015,11,16,14,10,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1410.jpg,4,0.8857142857142857
01,2015-11-16_14.40,35,33,O,2015,11,16,14,40,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1440.jpg,2,0.9428571428571428
01,2015-11-16_15.10,35,34,O,2015,11,16,15,10,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1510.jpg,1,0.9714285714285714
01,2015-11-16_15.40,35,34,O,2015,11,16,15,40,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1540.jpg,1,0.9714285714285714
01,2015-11-16_16.10,35,33,O,2015,11,16,16,10,CNR-EXT/OVERCAST/2015-11-16/camera1/2015-11-16_1610.jpg,2,0.9428571428571428
01,2015-11-20_07.10,35,4,O,2015,11,20,7,10,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_0710.jpg,31,0.1142857142857142
01,2015-11-20_07.40,35,6,O,2015,11,20,7,40,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_0740.jpg,29,0.1714285714285714
01,2015-11-20_08.10,35,6,O,2015,11,20,8,10,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_0810.jpg,29,0.1714285714285714
01,2015-11-20_08.40,35,10,O,2015,11,20,8,40,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_0840.jpg,25,0.2857142857142857
01,2015-11-20_09.10,35,12,O,2015,11,20,9,10,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_0910.jpg,23,0.3428571428571428
01,2015-11-20_09.40,35,33,O,2015,11,20,9,40,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_0940.jpg,2,0.9428571428571428
01,2015-11-20_10.10,35,33,O,2015,11,20,10,10,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1010.jpg,2,0.9428571428571428
01,2015-11-20_10.40,35,33,O,2015,11,20,10,40,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1040.jpg,2,0.9428571428571428
01,2015-11-20_11.10,35,32,O,2015,11,20,11,10,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1110.jpg,3,0.9142857142857144
01,2015-11-20_11.40,35,34,O,2015,11,20,11,40,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1140.jpg,1,0.9714285714285714
01,2015-11-20_12.10,35,33,O,2015,11,20,12,10,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1210.jpg,2,0.9428571428571428
01,2015-11-20_12.40,35,33,O,2015,11,20,12,40,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1240.jpg,2,0.9428571428571428
01,2015-11-20_13.10,35,30,O,2015,11,20,13,10,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1310.jpg,5,0.8571428571428571
01,2015-11-20_13.40,35,26,O,2015,11,20,13,40,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1340.jpg,9,0.7428571428571429
01,2015-11-20_14.10,35,27,O,2015,11,20,14,10,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1410.jpg,8,0.7714285714285715
01,2015-11-20_14.40,35,29,O,2015,11,20,14,40,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1440.jpg,6,0.8285714285714286
01,2015-11-20_15.10,35,30,O,2015,11,20,15,10,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1510.jpg,5,0.8571428571428571
01,2015-11-20_15.40,35,31,O,2015,11,20,15,40,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1540.jpg,4,0.8857142857142857
01,2015-11-20_16.10,35,31,O,2015,11,20,16,10,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1610.jpg,4,0.8857142857142857
01,2015-11-20_16.40,35,26,O,2015,11,20,16,40,CNR-EXT/OVERCAST/2015-11-20/camera1/2015-11-20_1640.jpg,9,0.7428571428571429
01,2015-11-21_07.40,35,4,R,2015,11,21,7,40,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_0740.jpg,31,0.1142857142857142
01,2015-11-21_08.10,35,4,R,2015,11,21,8,10,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_0810.jpg,31,0.1142857142857142
01,2015-11-21_08.40,35,4,R,2015,11,21,8,40,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_0840.jpg,31,0.1142857142857142
01,2015-11-21_09.10,35,4,R,2015,11,21,9,10,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_0910.jpg,31,0.1142857142857142
01,2015-11-21_09.40,35,4,R,2015,11,21,9,40,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_0940.jpg,31,0.1142857142857142
01,2015-11-21_10.10,35,4,R,2015,11,21,10,10,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1010.jpg,31,0.1142857142857142
01,2015-11-21_10.40,35,4,R,2015,11,21,10,40,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1040.jpg,31,0.1142857142857142
01,2015-11-21_11.10,35,4,R,2015,11,21,11,10,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1110.jpg,31,0.1142857142857142
01,2015-11-21_11.40,35,5,R,2015,11,21,11,40,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1140.jpg,30,0.1428571428571428
01,2015-11-21_12.10,35,5,R,2015,11,21,12,10,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1210.jpg,30,0.1428571428571428
01,2015-11-21_12.40,35,5,R,2015,11,21,12,40,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1240.jpg,30,0.1428571428571428
01,2015-11-21_13.10,35,4,R,2015,11,21,13,10,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1310.jpg,31,0.1142857142857142
01,2015-11-21_13.40,35,4,R,2015,11,21,13,40,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1340.jpg,31,0.1142857142857142
01,2015-11-21_14.10,35,4,R,2015,11,21,14,10,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1410.jpg,31,0.1142857142857142
01,2015-11-21_14.40,35,4,R,2015,11,21,14,40,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1440.jpg,31,0.1142857142857142
01,2015-11-21_15.10,35,4,R,2015,11,21,15,10,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1510.jpg,31,0.1142857142857142
01,2015-11-21_15.40,35,4,R,2015,11,21,15,40,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1540.jpg,31,0.1142857142857142
01,2015-11-21_16.10,35,4,R,2015,11,21,16,10,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1610.jpg,31,0.1142857142857142
01,2015-11-21_16.40,35,4,R,2015,11,21,16,40,CNR-EXT/RAINY/2015-11-21/camera1/2015-11-21_1640.jpg,31,0.1142857142857142
01,2015-11-22_07.10,35,4,S,2015,11,22,7,10,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_0710.jpg,31,0.1142857142857142
01,2015-11-22_07.40,35,4,S,2015,11,22,7,40,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_0740.jpg,31,0.1142857142857142
01,2015-11-22_08.10,35,4,S,2015,11,22,8,10,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_0810.jpg,31,0.1142857142857142
01,2015-11-22_08.40,35,4,S,2015,11,22,8,40,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_0840.jpg,31,0.1142857142857142
01,2015-11-22_09.10,35,4,S,2015,11,22,9,10,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_0910.jpg,31,0.1142857142857142
01,2015-11-22_09.40,35,4,S,2015,11,22,9,40,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_0940.jpg,31,0.1142857142857142
01,2015-11-22_10.10,35,4,S,2015,11,22,10,10,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1010.jpg,31,0.1142857142857142
01,2015-11-22_10.40,35,4,S,2015,11,22,10,40,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1040.jpg,31,0.1142857142857142
01,2015-11-22_11.10,35,4,S,2015,11,22,11,10,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1110.jpg,31,0.1142857142857142
01,2015-11-22_11.40,35,4,S,2015,11,22,11,40,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1140.jpg,31,0.1142857142857142
01,2015-11-22_12.10,35,4,S,2015,11,22,12,10,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1210.jpg,31,0.1142857142857142
01,2015-11-22_12.40,35,4,S,2015,11,22,12,40,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1240.jpg,31,0.1142857142857142
01,2015-11-22_13.10,35,4,S,2015,11,22,13,10,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1310.jpg,31,0.1142857142857142
01,2015-11-22_13.40,35,4,S,2015,11,22,13,40,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1340.jpg,31,0.1142857142857142
01,2015-11-22_14.10,35,4,S,2015,11,22,14,10,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1410.jpg,31,0.1142857142857142
01,2015-11-22_14.40,35,4,S,2015,11,22,14,40,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1440.jpg,31,0.1142857142857142
01,2015-11-22_15.10,35,4,S,2015,11,22,15,10,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1510.jpg,31,0.1142857142857142
01,2015-11-22_15.40,35,4,S,2015,11,22,15,40,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1540.jpg,31,0.1142857142857142
01,2015-11-22_16.10,35,4,S,2015,11,22,16,10,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1610.jpg,31,0.1142857142857142
01,2015-11-22_16.40,35,4,S,2015,11,22,16,40,CNR-EXT/SUNNY/2015-11-22/camera1/2015-11-22_1640.jpg,31,0.1142857142857142
01,2015-11-25_07.10,35,4,O,2015,11,25,7,10,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_0710.jpg,31,0.1142857142857142
01,2015-11-25_07.40,35,5,O,2015,11,25,7,40,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_0740.jpg,30,0.1428571428571428
01,2015-11-25_08.10,35,6,O,2015,11,25,8,10,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_0810.jpg,29,0.1714285714285714
01,2015-11-25_08.40,35,7,O,2015,11,25,8,40,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_0840.jpg,28,0.2
01,2015-11-25_09.10,35,17,O,2015,11,25,9,10,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_0910.jpg,18,0.4857142857142857
01,2015-11-25_09.40,35,33,O,2015,11,25,9,40,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_0940.jpg,2,0.9428571428571428
01,2015-11-25_10.10,35,34,O,2015,11,25,10,10,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1010.jpg,1,0.9714285714285714
01,2015-11-25_10.40,35,34,O,2015,11,25,10,40,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1040.jpg,1,0.9714285714285714
01,2015-11-25_11.10,35,34,O,2015,11,25,11,10,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1110.jpg,1,0.9714285714285714
01,2015-11-25_11.40,35,34,O,2015,11,25,11,40,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1140.jpg,1,0.9714285714285714
01,2015-11-25_12.10,35,33,O,2015,11,25,12,10,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1210.jpg,2,0.9428571428571428
01,2015-11-25_12.40,35,32,O,2015,11,25,12,40,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1240.jpg,3,0.9142857142857144
01,2015-11-25_13.10,35,28,O,2015,11,25,13,10,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1310.jpg,7,0.8
01,2015-11-25_13.40,35,27,O,2015,11,25,13,40,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1340.jpg,8,0.7714285714285715
01,2015-11-25_14.10,35,28,O,2015,11,25,14,10,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1410.jpg,7,0.8
01,2015-11-25_14.40,35,29,O,2015,11,25,14,40,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1440.jpg,6,0.8285714285714286
01,2015-11-25_15.10,35,34,O,2015,11,25,15,10,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1510.jpg,1,0.9714285714285714
01,2015-11-25_15.40,35,33,O,2015,11,25,15,40,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1540.jpg,2,0.9428571428571428
01,2015-11-25_16.10,35,31,O,2015,11,25,16,10,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1610.jpg,4,0.8857142857142857
01,2015-11-25_16.40,35,30,O,2015,11,25,16,40,CNR-EXT/OVERCAST/2015-11-25/camera1/2015-11-25_1640.jpg,5,0.8571428571428571
01,2015-11-27_07.10,35,5,S,2015,11,27,7,10,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_0710.jpg,30,0.1428571428571428
01,2015-11-27_07.40,35,6,S,2015,11,27,7,40,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_0740.jpg,29,0.1714285714285714
01,2015-11-27_08.10,35,7,S,2015,11,27,8,10,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_0810.jpg,28,0.2
01,2015-11-27_08.40,35,7,S,2015,11,27,8,40,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_0840.jpg,28,0.2
01,2015-11-27_09.10,35,20,S,2015,11,27,9,10,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_0910.jpg,15,0.5714285714285714
01,2015-11-27_09.40,35,34,S,2015,11,27,9,40,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_0940.jpg,1,0.9714285714285714
01,2015-11-27_10.10,35,34,S,2015,11,27,10,10,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1010.jpg,1,0.9714285714285714
01,2015-11-27_10.40,35,34,S,2015,11,27,10,40,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1040.jpg,1,0.9714285714285714
01,2015-11-27_11.10,35,33,S,2015,11,27,11,10,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1110.jpg,2,0.9428571428571428
01,2015-11-27_11.40,35,34,S,2015,11,27,11,40,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1140.jpg,1,0.9714285714285714
01,2015-11-27_12.10,35,33,S,2015,11,27,12,10,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1210.jpg,2,0.9428571428571428
01,2015-11-27_12.40,35,33,S,2015,11,27,12,40,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1240.jpg,2,0.9428571428571428
01,2015-11-27_13.10,35,31,S,2015,11,27,13,10,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1310.jpg,4,0.8857142857142857
01,2015-11-27_13.40,35,29,S,2015,11,27,13,40,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1340.jpg,6,0.8285714285714286
01,2015-11-27_14.10,35,28,S,2015,11,27,14,10,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1410.jpg,7,0.8
01,2015-11-27_14.40,35,30,S,2015,11,27,14,40,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1440.jpg,5,0.8571428571428571
01,2015-11-27_15.10,35,33,S,2015,11,27,15,10,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1510.jpg,2,0.9428571428571428
01,2015-11-27_15.40,35,33,S,2015,11,27,15,40,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1540.jpg,2,0.9428571428571428
01,2015-11-27_16.10,35,31,S,2015,11,27,16,10,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1610.jpg,4,0.8857142857142857
01,2015-11-27_16.40,35,26,S,2015,11,27,16,40,CNR-EXT/SUNNY/2015-11-27/camera1/2015-11-27_1640.jpg,9,0.7428571428571429
01,2015-11-29_07.40,35,4,O,2015,11,29,7,40,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_0740.jpg,31,0.1142857142857142
01,2015-11-29_08.10,35,4,O,2015,11,29,8,10,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_0810.jpg,31,0.1142857142857142
01,2015-11-29_08.40,35,4,O,2015,11,29,8,40,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_0840.jpg,31,0.1142857142857142
01,2015-11-29_09.10,35,4,O,2015,11,29,9,10,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_0910.jpg,31,0.1142857142857142
01,2015-11-29_09.40,35,4,O,2015,11,29,9,40,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_0940.jpg,31,0.1142857142857142
01,2015-11-29_10.10,35,4,O,2015,11,29,10,10,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1010.jpg,31,0.1142857142857142
01,2015-11-29_10.40,35,5,O,2015,11,29,10,40,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1040.jpg,30,0.1428571428571428
01,2015-11-29_11.10,35,5,O,2015,11,29,11,10,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1110.jpg,30,0.1428571428571428
01,2015-11-29_11.40,35,5,O,2015,11,29,11,40,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1140.jpg,30,0.1428571428571428
01,2015-11-29_12.10,35,5,O,2015,11,29,12,10,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1210.jpg,30,0.1428571428571428
01,2015-11-29_12.40,35,5,O,2015,11,29,12,40,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1240.jpg,30,0.1428571428571428
01,2015-11-29_13.10,35,5,O,2015,11,29,13,10,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1310.jpg,30,0.1428571428571428
01,2015-11-29_13.40,35,4,O,2015,11,29,13,40,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1340.jpg,31,0.1142857142857142
01,2015-11-29_14.10,35,4,O,2015,11,29,14,10,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1410.jpg,31,0.1142857142857142
01,2015-11-29_14.40,35,4,O,2015,11,29,14,40,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1440.jpg,31,0.1142857142857142
01,2015-11-29_15.10,35,4,O,2015,11,29,15,10,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1510.jpg,31,0.1142857142857142
01,2015-11-29_15.40,35,4,O,2015,11,29,15,40,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1540.jpg,31,0.1142857142857142
01,2015-11-29_16.10,35,4,O,2015,11,29,16,10,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1610.jpg,31,0.1142857142857142
01,2015-11-29_16.40,35,4,O,2015,11,29,16,40,CNR-EXT/OVERCAST/2015-11-29/camera1/2015-11-29_1640.jpg,31,0.1142857142857142
01,2015-12-03_07.41,35,4,O,2015,12,3,7,41,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_0741.jpg,31,0.1142857142857142
01,2015-12-03_08.11,35,5,O,2015,12,3,8,11,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_0811.jpg,30,0.1428571428571428
01,2015-12-03_08.41,35,10,O,2015,12,3,8,41,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_0841.jpg,25,0.2857142857142857
01,2015-12-03_09.11,35,20,O,2015,12,3,9,11,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_0911.jpg,15,0.5714285714285714
01,2015-12-03_09.41,35,32,O,2015,12,3,9,41,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_0941.jpg,3,0.9142857142857144
01,2015-12-03_10.11,35,35,O,2015,12,3,10,11,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_1011.jpg,0,1.0
01,2015-12-03_10.41,35,35,O,2015,12,3,10,41,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_1041.jpg,0,1.0
01,2015-12-03_11.11,35,35,O,2015,12,3,11,11,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_1111.jpg,0,1.0
01,2015-12-03_11.41,35,35,O,2015,12,3,11,41,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_1141.jpg,0,1.0
01,2015-12-03_12.11,35,34,O,2015,12,3,12,11,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_1211.jpg,1,0.9714285714285714
01,2015-12-03_12.41,35,34,O,2015,12,3,12,41,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_1241.jpg,1,0.9714285714285714
01,2015-12-03_13.11,35,30,O,2015,12,3,13,11,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_1311.jpg,5,0.8571428571428571
01,2015-12-03_13.41,35,30,O,2015,12,3,13,41,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_1341.jpg,5,0.8571428571428571
01,2015-12-03_14.11,35,29,O,2015,12,3,14,11,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_1411.jpg,6,0.8285714285714286
01,2015-12-03_14.41,35,33,O,2015,12,3,14,41,CNR-EXT/OVERCAST/2015-12-03/camera1/2015-12-03_1441.jpg,2,0.9428571428571428
